nome_modelo,versao,parametro_precisao,id_pergunta,texto_resposta,tempo_inferencia_ms,data_geracao
Llama3.1:8b,8B,INT4,1407,D,204.808412,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1408,B,208.667063,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1409,D,213.528648,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1410,A,212.491375,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1411,B,166.254407,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1412,A,154.626182,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1413,D,197.46756,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1414,A,155.980656,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1415,C,220.782086,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1416,D,165.888918,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1417,C,217.269646,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1418,D,215.864966,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1419,B,218.03352,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1420,C,219.231774,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1421,B,164.707539,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1422,D,213.878414,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1423,B,213.37758,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1424,D,208.610145,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1425,A,207.963891,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1426,B,211.930682,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1427,C,196.978201,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1428,A,196.251598,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1429,C,198.102716,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1430,D,207.958589,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1431,D,210.000622,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1432,D,203.351266,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1433,D,205.140731,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1434,D,206.513662,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1435,D,207.167146,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1436,D,203.952563,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1437,D,204.958223,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1438,D,208.119288,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1439,D,206.342082,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1440,B,199.094266,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1441,B,195.331715,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1442,D,196.081457,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1443,C,196.297808,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1444,C,201.567054,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1445,A,157.380164,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1446,D,201.810205,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1447,B,179.88372,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1448,D,202.943381,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1449,D,202.549631,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1450,B,204.625233,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1451,D,201.930152,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1452,D,202.831001,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1453,B,204.873551,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1454,C,201.508944,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1455,A,324.813743,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1456,B,152.772986,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1457,C,196.770208,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1458,C,174.606401,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1459,D,204.930773,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1460,A,200.332308,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1461,D,206.324385,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1462,C,203.016881,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1463,A,156.694105,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1464,B,202.0424,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1465,D,201.68086,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1466,A,203.535289,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1467,A,202.54032,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1468,A,491.276016,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1469,D,174.729781,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1470,A,195.167858,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1471,D,216.349929,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1472,A,204.884775,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1473,A,209.080588,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1474,B,161.918365,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1475,C,204.999912,2026-04-28T03:16:27Z
Llama3.1:8b,8B,INT4,1476,D,208.035668,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1354,D,598.568127,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1355,B,593.63712,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1356,A,673.072688,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1357,B,624.996414,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1358,B,622.835806,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1359,B,601.734292,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1360,D,703.194807,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1361,D,739.233026,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1362,D,683.687027,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1363,D,692.378899,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1364,B,698.651948,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1365,D,685.874617,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1366,A,631.750376,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1367,C,629.891277,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1368,B,605.104397,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1369,C,602.958653,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1370,C,609.74874,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1371,D,626.506317,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1372,C,640.964546,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1373,A,621.996894,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1374,A,636.634423,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1375,B,586.20295,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1376,C,579.565837,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1377,D,571.185142,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1378,B,607.024013,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1379,B,586.360902,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1380,D,570.604802,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1381,D,562.944951,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1382,D,582.322317,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1383,A,577.808896,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1384,D,576.334025,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1385,C,589.667774,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1386,B,612.93519,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1387,D,633.335866,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1388,D,594.175294,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1389,A,584.071399,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1390,A,589.400039,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1391,A,632.978512,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1392,B,578.969021,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1393,A,643.060211,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1394,C,595.182724,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1395,C,660.065473,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1396,A,660.404513,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1397,B,660.38908,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1398,C,655.868189,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1399,A,628.787208,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1400,A,658.539968,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1401,C,594.919783,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1402,C,596.136521,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1403,C,640.60769,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1404,C,715.014787,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1405,B,650.830026,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1406,A,610.606392,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1407,D,643.262471,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1408,A,586.564211,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1409,B,603.196706,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1410,D,661.113799,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1411,B,641.072789,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1412,B,646.668298,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1413,D,645.730799,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1414,A,642.731183,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1415,C,597.594025,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1416,D,628.842863,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1417,C,591.420695,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1418,D,590.331497,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1419,C,572.616829,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1420,C,579.920246,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1421,B,581.44228,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1422,D,652.750657,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1423,A,584.066568,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1424,D,590.237596,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1425,C,605.80812,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1426,B,626.534203,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1427,C,604.902302,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1428,A,595.888506,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1429,D,606.252215,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1430,A,658.826053,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1431,C,620.228333,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1432,D,641.081919,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1433,C,616.206135,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1434,D,589.92319,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1435,A,655.770064,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1436,D,651.291072,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1437,A,610.703818,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1438,D,653.048376,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1439,A,581.243347,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1440,B,626.668307,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1441,D,642.066838,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1442,A,596.722566,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1443,C,642.518545,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1444,C,576.367516,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1445,B,665.0164,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1446,B,623.459277,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1447,B,648.307398,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1448,A,597.425761,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1449,D,621.240452,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1450,A,624.273935,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1451,A,624.244293,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1452,D,620.433944,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1453,B,634.643167,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1454,B,588.72315,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1455,A,588.641486,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1456,B,633.91137,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1457,C,596.871557,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1458,C,583.60311,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1459,B,575.734464,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1460,D,601.068834,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1461,A,635.38221,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1462,C,588.735065,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1463,B,643.47494,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1464,D,630.853594,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1465,A,562.20383,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1466,D,624.551942,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1467,D,645.316658,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1468,C,642.997972,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1469,D,637.03512,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1470,A,572.72597,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1471,D,609.475669,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1472,D,585.357771,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1473,A,646.994309,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1474,B,578.545274,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1475,A,595.331601,2026-04-28T03:16:27Z
Gemma3:12b,12B,INT4,1476,D,653.426447,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1354,A,291.017232,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1355,B,208.304489,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1356,A,339.861802,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1357,B,164.404949,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1358,A,162.984584,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1359,A,182.323369,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1360,A,344.101978,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1361,A,317.715599,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1362,A,152.961747,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1363,A,362.258245,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1364,A,305.121699,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1365,D,174.69629,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1366,A,171.20722,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1367,C,172.711342,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1368,C,169.785468,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1369,A,174.561898,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1370,A,217.017468,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1371,A,164.377718,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1372,A,351.922273,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1373,A,164.332293,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1374,A,175.577294,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1375,A,221.250383,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1376,A,219.78753,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1377,B,219.623427,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1378,B,175.206914,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1379,A,313.57431,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1380,A,377.973415,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1381,A,469.519497,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1382,A,166.916374,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1383,A,206.623506,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1384,B,186.060452,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1385,A,170.013947,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1386,B,193.890929,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1387,A,181.888158,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1388,D,219.00319,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1389,A,280.249116,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1390,B,197.751047,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1391,A,192.625973,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1392,B,235.68122,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1393,A,218.372222,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1394,A,217.331052,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1395,A,166.504303,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1396,C,164.436,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1397,A,391.592129,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1398,D,166.477512,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1399,A,148.890086,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1400,A,361.894797,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1401,A,277.346328,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1402,A,148.268135,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1403,A,318.303066,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1404,A,172.533489,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1405,A,360.441892,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1406,B,322.522978,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1407,A,169.227402,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1408,B,184.867685,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1409,A,163.23718,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1410,A,182.732331,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1411,B,163.772923,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1412,A,188.829381,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1413,A,206.281387,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1414,A,189.36326,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1415,C,379.637634,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1416,C,169.605091,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1417,B,190.192195,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1418,B,191.410792,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1419,A,338.685552,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1420,C,169.139236,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1421,B,190.112238,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1422,A,170.514634,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1423,A,363.605814,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1424,D,163.18136,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1425,A,190.709062,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1426,A,374.336961,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1427,C,191.331261,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1428,A,149.521824,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1429,D,171.121576,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1430,A,170.41228,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1431,A,151.785662,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1432,B,170.90482,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1433,A,151.422155,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1434,A,151.601092,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1435,A,148.281344,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1436,A,300.823824,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1437,A,165.826122,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1438,A,164.286633,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1439,D,204.74248,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1440,A,165.695717,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1441,B,173.649609,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1442,A,214.51357,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1443,A,364.215885,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1444,C,193.264623,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1445,A,319.207395,2026-04-28T03:16:27Z
