numero_global,question_id,modelo,question,A,B,C,D,gabarito,resposta_modelo,acertou
1234,2014-14_58,Gemini,"Os irmãos Rafael e Daniela são proprietários de um imóvel na Av. São Sebastião, n. 20. Eles realizaram um contrato de locação com Joana, estudante, por prazo indeterminado. Após três anos de vigência de contrato, devido aos grandes eventos internacionais na cidade, os irmãos propuseram uma ação revisional de aluguel, tendo em vista a valorização constatada na área em que fica o imóvel.
A partir da hipótese sugerida, assinale a opção correta.","['Trata-se de litisconsórcio ativo facultativo unitário, uma vez que há solidariedade entre os irmãos, o que faz com que um deles, sozinho, possa ajuizar a ação, tendo a decisão efeito para ambos.'
 'Trata-se de litisconsórcio passivo multitudinário, pois a ação revisional, se procedente, alterará o valor da locação para todo e qualquer candidato à locação.'
 'Trata-se de litisconsórcio ativo facultativo simples, pois no lugar de uma única ação, cada irmão pode entrar com uma ação revisional diferente para atualizar o valor do imóvel, e as duas correrão normalmente, em separado.'
 'Trata-se de litisconsórcio ativo necessário unitário, uma vez que a lei assim o exige e a decisão do juiz será a mesma para os dois irmãos.']",['A' 'B' 'C' 'D'],,,A,A,True
1234,2014-14_58,Grok,"Os irmãos Rafael e Daniela são proprietários de um imóvel na Av. São Sebastião, n. 20. Eles realizaram um contrato de locação com Joana, estudante, por prazo indeterminado. Após três anos de vigência de contrato, devido aos grandes eventos internacionais na cidade, os irmãos propuseram uma ação revisional de aluguel, tendo em vista a valorização constatada na área em que fica o imóvel.
A partir da hipótese sugerida, assinale a opção correta.","['Trata-se de litisconsórcio ativo facultativo unitário, uma vez que há solidariedade entre os irmãos, o que faz com que um deles, sozinho, possa ajuizar a ação, tendo a decisão efeito para ambos.'
 'Trata-se de litisconsórcio passivo multitudinário, pois a ação revisional, se procedente, alterará o valor da locação para todo e qualquer candidato à locação.'
 'Trata-se de litisconsórcio ativo facultativo simples, pois no lugar de uma única ação, cada irmão pode entrar com uma ação revisional diferente para atualizar o valor do imóvel, e as duas correrão normalmente, em separado.'
 'Trata-se de litisconsórcio ativo necessário unitário, uma vez que a lei assim o exige e a decisão do juiz será a mesma para os dois irmãos.']",['A' 'B' 'C' 'D'],,,A,A,True
1235,2014-14_59,ChatGPT,"Jaime, candidato à prefeitura da cidade X, durante o horário de propaganda eleitoral em rede televisiva, proferiu as seguintes palavras: “O atual prefeito e candidato à reeleição, que se mostra defensor da família, posando com esposa e filhos para fotos, foi flagrado na semana passada entrando em um motel com uma prostituta! É esse tipo de governante que você quer?”.
A partir do caso exposto, assinale a opção que indica o delito praticado por Jaime.","['Difamação, previsto no Código Eleitoral.'
 'Difamação, previsto no Código Penal.'
 'Injúria, previsto no Código Eleitoral.'
 'Injúria, previsto no Código Penal.']",['A' 'B' 'C' 'D'],,,A,A,True
1235,2014-14_59,Gemini,"Jaime, candidato à prefeitura da cidade X, durante o horário de propaganda eleitoral em rede televisiva, proferiu as seguintes palavras: “O atual prefeito e candidato à reeleição, que se mostra defensor da família, posando com esposa e filhos para fotos, foi flagrado na semana passada entrando em um motel com uma prostituta! É esse tipo de governante que você quer?”.
A partir do caso exposto, assinale a opção que indica o delito praticado por Jaime.","['Difamação, previsto no Código Eleitoral.'
 'Difamação, previsto no Código Penal.'
 'Injúria, previsto no Código Eleitoral.'
 'Injúria, previsto no Código Penal.']",['A' 'B' 'C' 'D'],,,A,A,True
1235,2014-14_59,Grok,"Jaime, candidato à prefeitura da cidade X, durante o horário de propaganda eleitoral em rede televisiva, proferiu as seguintes palavras: “O atual prefeito e candidato à reeleição, que se mostra defensor da família, posando com esposa e filhos para fotos, foi flagrado na semana passada entrando em um motel com uma prostituta! É esse tipo de governante que você quer?”.
A partir do caso exposto, assinale a opção que indica o delito praticado por Jaime.","['Difamação, previsto no Código Eleitoral.'
 'Difamação, previsto no Código Penal.'
 'Injúria, previsto no Código Eleitoral.'
 'Injúria, previsto no Código Penal.']",['A' 'B' 'C' 'D'],,,A,A,True
1236,2014-14_60,ChatGPT,"José, mestre de obras, foi contratado para realizar a reforma de um escritório no centro da cidade de Niterói. Durante a reforma, José, sem analisar a planta do edifício, derruba uma parede do escritório, com o intuito de unir duas salas contíguas. Dois dias após a derrubada da parede, o prédio desaba, e, no desabamento, morre uma pessoa que estava no local na hora da queda. A perícia consegue apurar que a queda foi provocada pela obra realizada por José, que não poderia derrubar a parede, pois esta seria estrutural no edifício.
Diante dos fatos narrados, assinale a opção que indica a responsabilidade penal de José.","['Desabamento doloso em concurso formal com o crime de homicídio doloso.'
 'Desabamento doloso em concurso material com o crime de homicídio culposo.'
 'Desabamento culposo, circunstanciado pela causa de aumento de pena em razão da morte culposa da vítima.'
 'Desabamento culposo, circunstanciado pela causa de aumento de pena em razão da morte dolosa da vítima.']",['A' 'B' 'C' 'D'],,,C,C,True
1236,2014-14_60,Gemini,"José, mestre de obras, foi contratado para realizar a reforma de um escritório no centro da cidade de Niterói. Durante a reforma, José, sem analisar a planta do edifício, derruba uma parede do escritório, com o intuito de unir duas salas contíguas. Dois dias após a derrubada da parede, o prédio desaba, e, no desabamento, morre uma pessoa que estava no local na hora da queda. A perícia consegue apurar que a queda foi provocada pela obra realizada por José, que não poderia derrubar a parede, pois esta seria estrutural no edifício.
Diante dos fatos narrados, assinale a opção que indica a responsabilidade penal de José.","['Desabamento doloso em concurso formal com o crime de homicídio doloso.'
 'Desabamento doloso em concurso material com o crime de homicídio culposo.'
 'Desabamento culposo, circunstanciado pela causa de aumento de pena em razão da morte culposa da vítima.'
 'Desabamento culposo, circunstanciado pela causa de aumento de pena em razão da morte dolosa da vítima.']",['A' 'B' 'C' 'D'],,,C,C,True
1236,2014-14_60,Grok,"José, mestre de obras, foi contratado para realizar a reforma de um escritório no centro da cidade de Niterói. Durante a reforma, José, sem analisar a planta do edifício, derruba uma parede do escritório, com o intuito de unir duas salas contíguas. Dois dias após a derrubada da parede, o prédio desaba, e, no desabamento, morre uma pessoa que estava no local na hora da queda. A perícia consegue apurar que a queda foi provocada pela obra realizada por José, que não poderia derrubar a parede, pois esta seria estrutural no edifício.
Diante dos fatos narrados, assinale a opção que indica a responsabilidade penal de José.","['Desabamento doloso em concurso formal com o crime de homicídio doloso.'
 'Desabamento doloso em concurso material com o crime de homicídio culposo.'
 'Desabamento culposo, circunstanciado pela causa de aumento de pena em razão da morte culposa da vítima.'
 'Desabamento culposo, circunstanciado pela causa de aumento de pena em razão da morte dolosa da vítima.']",['A' 'B' 'C' 'D'],,,C,C,True
1237,2014-14_61,ChatGPT,"Isadora, mãe da adolescente Larissa, de 12 anos de idade, saiu um pouco mais cedo do trabalho e, ao chegar à sua casa, da janela da sala, vê seu companheiro, Frederico, mantendo relações sexuais com sua filha no sofá. Chocada com a cena, não teve qualquer reação. Não tendo sido vista por ambos, Isadora decidiu, a partir de então, chegar à sua residência naquele mesmo horário e verificou que o fato se repetia por semanas. Isadora tinha efetiva ciência dos abusos perpetrados por Frederico, porém, muito apaixonada por ele, nada fez. Assim, Isadora, sabendo dos abusos cometidos por seu companheiro contra sua filha, deixa de agir para impedi-los.
Nesse caso, é correto afirmar que o crime cometido por Isadora é","['omissivo impróprio.' 'omissivo próprio.' 'comissivo.'
 'omissivo por comissão.']",['A' 'B' 'C' 'D'],,,A,A,True
1237,2014-14_61,Gemini,"Isadora, mãe da adolescente Larissa, de 12 anos de idade, saiu um pouco mais cedo do trabalho e, ao chegar à sua casa, da janela da sala, vê seu companheiro, Frederico, mantendo relações sexuais com sua filha no sofá. Chocada com a cena, não teve qualquer reação. Não tendo sido vista por ambos, Isadora decidiu, a partir de então, chegar à sua residência naquele mesmo horário e verificou que o fato se repetia por semanas. Isadora tinha efetiva ciência dos abusos perpetrados por Frederico, porém, muito apaixonada por ele, nada fez. Assim, Isadora, sabendo dos abusos cometidos por seu companheiro contra sua filha, deixa de agir para impedi-los.
Nesse caso, é correto afirmar que o crime cometido por Isadora é","['omissivo impróprio.' 'omissivo próprio.' 'comissivo.'
 'omissivo por comissão.']",['A' 'B' 'C' 'D'],,,A,A,True
1237,2014-14_61,Grok,"Isadora, mãe da adolescente Larissa, de 12 anos de idade, saiu um pouco mais cedo do trabalho e, ao chegar à sua casa, da janela da sala, vê seu companheiro, Frederico, mantendo relações sexuais com sua filha no sofá. Chocada com a cena, não teve qualquer reação. Não tendo sido vista por ambos, Isadora decidiu, a partir de então, chegar à sua residência naquele mesmo horário e verificou que o fato se repetia por semanas. Isadora tinha efetiva ciência dos abusos perpetrados por Frederico, porém, muito apaixonada por ele, nada fez. Assim, Isadora, sabendo dos abusos cometidos por seu companheiro contra sua filha, deixa de agir para impedi-los.
Nesse caso, é correto afirmar que o crime cometido por Isadora é","['omissivo impróprio.' 'omissivo próprio.' 'comissivo.'
 'omissivo por comissão.']",['A' 'B' 'C' 'D'],,,A,A,True
1238,2014-14_62,ChatGPT,"Wallace, hemofílico, foi atingido por um golpe de faca em uma região não letal do corpo. Júlio, autor da facada, que não tinha dolo de matar, mas sabia da condição de saúde específica de Wallace, sai da cena do crime sem desferir outros golpes, estando Wallace ainda vivo. No entanto, algumas horas depois, Wallace morre, pois, apesar de a lesão ser em local não letal, sua condição fisiológica agravou o seu estado de saúde.
Acerca do estudo da relação de causalidade, assinale a opção correta.","['O fato de Wallace ser hemofílico é uma causa relativamente independente preexistente, e Júlio não deve responder por homicídio culposo, mas, sim, por lesão corporal seguida de morte.'
 'O fato de Wallace ser hemofílico é uma causa absolutamente independente preexistente, e Júlio não deve responder por homicídio culposo, mas, sim, por lesão corporal seguida de morte.'
 'O fato de Wallace ser hemofílico é uma causa absolutamente independente concomitante, e Júlio deve responder por homicídio culposo.'
 'O fato de Wallace ser hemofílico é uma causa relativamente independente concomitante, e Júlio não deve responder pela lesão corporal seguida de morte, mas, sim, por homicídio culposo.']",['A' 'B' 'C' 'D'],,,A,A,True
1238,2014-14_62,Gemini,"Wallace, hemofílico, foi atingido por um golpe de faca em uma região não letal do corpo. Júlio, autor da facada, que não tinha dolo de matar, mas sabia da condição de saúde específica de Wallace, sai da cena do crime sem desferir outros golpes, estando Wallace ainda vivo. No entanto, algumas horas depois, Wallace morre, pois, apesar de a lesão ser em local não letal, sua condição fisiológica agravou o seu estado de saúde.
Acerca do estudo da relação de causalidade, assinale a opção correta.","['O fato de Wallace ser hemofílico é uma causa relativamente independente preexistente, e Júlio não deve responder por homicídio culposo, mas, sim, por lesão corporal seguida de morte.'
 'O fato de Wallace ser hemofílico é uma causa absolutamente independente preexistente, e Júlio não deve responder por homicídio culposo, mas, sim, por lesão corporal seguida de morte.'
 'O fato de Wallace ser hemofílico é uma causa absolutamente independente concomitante, e Júlio deve responder por homicídio culposo.'
 'O fato de Wallace ser hemofílico é uma causa relativamente independente concomitante, e Júlio não deve responder pela lesão corporal seguida de morte, mas, sim, por homicídio culposo.']",['A' 'B' 'C' 'D'],,,A,A,True
1238,2014-14_62,Grok,"Wallace, hemofílico, foi atingido por um golpe de faca em uma região não letal do corpo. Júlio, autor da facada, que não tinha dolo de matar, mas sabia da condição de saúde específica de Wallace, sai da cena do crime sem desferir outros golpes, estando Wallace ainda vivo. No entanto, algumas horas depois, Wallace morre, pois, apesar de a lesão ser em local não letal, sua condição fisiológica agravou o seu estado de saúde.
Acerca do estudo da relação de causalidade, assinale a opção correta.","['O fato de Wallace ser hemofílico é uma causa relativamente independente preexistente, e Júlio não deve responder por homicídio culposo, mas, sim, por lesão corporal seguida de morte.'
 'O fato de Wallace ser hemofílico é uma causa absolutamente independente preexistente, e Júlio não deve responder por homicídio culposo, mas, sim, por lesão corporal seguida de morte.'
 'O fato de Wallace ser hemofílico é uma causa absolutamente independente concomitante, e Júlio deve responder por homicídio culposo.'
 'O fato de Wallace ser hemofílico é uma causa relativamente independente concomitante, e Júlio não deve responder pela lesão corporal seguida de morte, mas, sim, por homicídio culposo.']",['A' 'B' 'C' 'D'],,,A,A,True
1239,2014-14_63,ChatGPT,"O Presidente da República, diante da nova onda de protestos, decide, por meio de medida provisória, criar um novo tipo penal para coibir os atos de vandalismo. A medida provisória foi convertida em lei, sem impugnações.
Com base nos dados fornecidos, assinale a opção correta.","['Não há ofensa ao princípio da reserva legal na criação de tipos penais por meio de medida provisória, quando convertida em lei.'
 'Não há ofensa ao princípio da reserva legal na criação de tipos penais por meio de medida provisória, pois houve avaliação prévia do Congresso Nacional.'
 'Há ofensa ao princípio da reserva legal, pois não é possível a criação de tipos penais por meio de medida provisória.'
 'Há ofensa ao princípio da reserva legal, pois não cabe ao Presidente da República a iniciativa de lei em matéria penal.']",['A' 'B' 'C' 'D'],,,C,C,True
1239,2014-14_63,Gemini,"O Presidente da República, diante da nova onda de protestos, decide, por meio de medida provisória, criar um novo tipo penal para coibir os atos de vandalismo. A medida provisória foi convertida em lei, sem impugnações.
Com base nos dados fornecidos, assinale a opção correta.","['Não há ofensa ao princípio da reserva legal na criação de tipos penais por meio de medida provisória, quando convertida em lei.'
 'Não há ofensa ao princípio da reserva legal na criação de tipos penais por meio de medida provisória, pois houve avaliação prévia do Congresso Nacional.'
 'Há ofensa ao princípio da reserva legal, pois não é possível a criação de tipos penais por meio de medida provisória.'
 'Há ofensa ao princípio da reserva legal, pois não cabe ao Presidente da República a iniciativa de lei em matéria penal.']",['A' 'B' 'C' 'D'],,,C,C,True
1239,2014-14_63,Grok,"O Presidente da República, diante da nova onda de protestos, decide, por meio de medida provisória, criar um novo tipo penal para coibir os atos de vandalismo. A medida provisória foi convertida em lei, sem impugnações.
Com base nos dados fornecidos, assinale a opção correta.","['Não há ofensa ao princípio da reserva legal na criação de tipos penais por meio de medida provisória, quando convertida em lei.'
 'Não há ofensa ao princípio da reserva legal na criação de tipos penais por meio de medida provisória, pois houve avaliação prévia do Congresso Nacional.'
 'Há ofensa ao princípio da reserva legal, pois não é possível a criação de tipos penais por meio de medida provisória.'
 'Há ofensa ao princípio da reserva legal, pois não cabe ao Presidente da República a iniciativa de lei em matéria penal.']",['A' 'B' 'C' 'D'],,,C,C,True
1240,2014-14_64,ChatGPT,"Eslow, holandês e usuário de maconha, que nunca antes havia feito uma viagem internacional, veio ao Brasil para a Copa do Mundo.
Assistindo ao jogo Holanda x Brasil decidiu, diante da tensão, fumar um cigarro de maconha nas arquibancadas do estádio. Imediatamente, os policiais militares de plantão o prenderam e o conduziram à Delegacia de Polícia. Diante do Delegado de Polícia, Eslow, completamente assustado, afirma que não sabia que no Brasil a utilização de pequena quantidade de maconha era proibida, pois, no seu país, é um habito assistir a jogos de futebol fumando maconha.
Sobre a hipótese apresentada, assinale a opção que apresenta a principal tese defensiva.","['Eslow está em erro de tipo essencial escusável, razão pela qual deve ser absolvido.'
 'Eslow está em erro de proibição direto inevitável, razão pela qual deve ser isento de pena.'
 'Eslow está em erro de tipo permissivo escusável, razão pela qual deve ser punido pelo crime culposo.'
 'Eslow está em erro de proibição, que importa em crime impossível, razão pela qual deve ser absolvido.']",['A' 'B' 'C' 'D'],,,B,B,True
1240,2014-14_64,Gemini,"Eslow, holandês e usuário de maconha, que nunca antes havia feito uma viagem internacional, veio ao Brasil para a Copa do Mundo.
Assistindo ao jogo Holanda x Brasil decidiu, diante da tensão, fumar um cigarro de maconha nas arquibancadas do estádio. Imediatamente, os policiais militares de plantão o prenderam e o conduziram à Delegacia de Polícia. Diante do Delegado de Polícia, Eslow, completamente assustado, afirma que não sabia que no Brasil a utilização de pequena quantidade de maconha era proibida, pois, no seu país, é um habito assistir a jogos de futebol fumando maconha.
Sobre a hipótese apresentada, assinale a opção que apresenta a principal tese defensiva.","['Eslow está em erro de tipo essencial escusável, razão pela qual deve ser absolvido.'
 'Eslow está em erro de proibição direto inevitável, razão pela qual deve ser isento de pena.'
 'Eslow está em erro de tipo permissivo escusável, razão pela qual deve ser punido pelo crime culposo.'
 'Eslow está em erro de proibição, que importa em crime impossível, razão pela qual deve ser absolvido.']",['A' 'B' 'C' 'D'],,,B,B,True
1240,2014-14_64,Grok,"Eslow, holandês e usuário de maconha, que nunca antes havia feito uma viagem internacional, veio ao Brasil para a Copa do Mundo.
Assistindo ao jogo Holanda x Brasil decidiu, diante da tensão, fumar um cigarro de maconha nas arquibancadas do estádio. Imediatamente, os policiais militares de plantão o prenderam e o conduziram à Delegacia de Polícia. Diante do Delegado de Polícia, Eslow, completamente assustado, afirma que não sabia que no Brasil a utilização de pequena quantidade de maconha era proibida, pois, no seu país, é um habito assistir a jogos de futebol fumando maconha.
Sobre a hipótese apresentada, assinale a opção que apresenta a principal tese defensiva.","['Eslow está em erro de tipo essencial escusável, razão pela qual deve ser absolvido.'
 'Eslow está em erro de proibição direto inevitável, razão pela qual deve ser isento de pena.'
 'Eslow está em erro de tipo permissivo escusável, razão pela qual deve ser punido pelo crime culposo.'
 'Eslow está em erro de proibição, que importa em crime impossível, razão pela qual deve ser absolvido.']",['A' 'B' 'C' 'D'],,,B,B,True
